frame_index,hotspot_rank,is_top_hotspot,station_name,location_id,latitude,longitude,datetime_to_utc,forecast_for_utc,pm25,predicted_pm25_xgboost,pm25_next_hour,forecast_change_pm25,forecast_change_percent,forecast_direction,predicted_pm25_subindex,aqi_category,risk_level,recommendation,alert_message
12,1,True,"Manali, Chennai - CPCB",2586,13.164544,80.26285,2026-02-22 03:30:00+00:00,2026-02-22 04:30:00+00:00,62.4,50.8,55.4,-11.6,-18.6,Improving sharply,84,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali, Chennai - CPCB is forecast to remain within the satisfactory category at 50.8 µg/m³. Conditions are improving sharply."
12,2,False,"Royapuram, Chennai - TNPCB",11578,13.1036,80.2909,2026-02-22 03:30:00+00:00,2026-02-22 04:30:00+00:00,56.0,47.78,46.7,-8.22,-14.67,Improving,79,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Royapuram, Chennai - TNPCB is forecast to remain within the satisfactory category at 47.8 µg/m³. Conditions are improving."
12,3,False,"Velachery Res. Area, Chennai - CPCB",5655,13.0052189,80.2398125,2026-02-22 03:30:00+00:00,2026-02-22 04:30:00+00:00,47.8,46.78,48.4,-1.02,-2.13,Stable,78,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Velachery Res. Area, Chennai - CPCB is forecast to remain within the satisfactory category at 46.8 µg/m³. Conditions are stable."
12,4,False,"Perungudi, Chennai - TNPCB",12046,12.9533,80.2357,2026-02-22 03:30:00+00:00,2026-02-22 04:30:00+00:00,43.8,41.64,45.6,-2.16,-4.93,Stable,69,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Perungudi, Chennai - TNPCB is forecast to remain within the satisfactory category at 41.6 µg/m³. Conditions are stable."
12,5,False,"Arumbakkam, Chennai - TNPCB",11581,13.0664,80.2112,2026-02-22 03:30:00+00:00,2026-02-22 04:30:00+00:00,45.4,40.87,33.6,-4.53,-9.98,Improving,68,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Arumbakkam, Chennai - TNPCB is forecast to remain within the satisfactory category at 40.9 µg/m³. Conditions are improving."
12,6,False,"Manali Village, Chennai - TNPCB",10780,13.1662,80.2584,2026-02-22 03:30:00+00:00,2026-02-22 04:30:00+00:00,26.9,24.24,24.1,-2.66,-9.87,Stable,40,Good,Low,Air quality is suitable for normal outdoor activity.,"Manali Village, Chennai - TNPCB is forecast to remain within the good category at 24.2 µg/m³. Conditions are stable."
13,1,True,"Velachery Res. Area, Chennai - CPCB",5655,13.0052189,80.2398125,2026-02-22 04:30:00+00:00,2026-02-22 05:30:00+00:00,48.4,48.04,43.4,-0.36,-0.74,Stable,80,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Velachery Res. Area, Chennai - CPCB is forecast to remain within the satisfactory category at 48.0 µg/m³. Conditions are stable."
13,2,False,"Manali, Chennai - CPCB",2586,13.164544,80.26285,2026-02-22 04:30:00+00:00,2026-02-22 05:30:00+00:00,55.4,46.16,45.9,-9.24,-16.69,Improving,77,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali, Chennai - CPCB is forecast to remain within the satisfactory category at 46.2 µg/m³. Conditions are improving."
13,3,False,"Perungudi, Chennai - TNPCB",12046,12.9533,80.2357,2026-02-22 04:30:00+00:00,2026-02-22 05:30:00+00:00,45.6,41.74,27.0,-3.86,-8.45,Improving,69,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Perungudi, Chennai - TNPCB is forecast to remain within the satisfactory category at 41.7 µg/m³. Conditions are improving."
13,4,False,"Royapuram, Chennai - TNPCB",11578,13.1036,80.2909,2026-02-22 04:30:00+00:00,2026-02-22 05:30:00+00:00,46.7,37.74,30.2,-8.96,-19.19,Improving,62,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Royapuram, Chennai - TNPCB is forecast to remain within the satisfactory category at 37.7 µg/m³. Conditions are improving."
13,5,False,"Arumbakkam, Chennai - TNPCB",11581,13.0664,80.2112,2026-02-22 04:30:00+00:00,2026-02-22 05:30:00+00:00,33.6,26.93,32.1,-6.67,-19.84,Improving,45,Good,Low,Air quality is suitable for normal outdoor activity.,"Arumbakkam, Chennai - TNPCB is forecast to remain within the good category at 26.9 µg/m³. Conditions are improving."
13,6,False,"Manali Village, Chennai - TNPCB",10780,13.1662,80.2584,2026-02-22 04:30:00+00:00,2026-02-22 05:30:00+00:00,24.1,21.77,20.4,-2.33,-9.65,Stable,36,Good,Low,Air quality is suitable for normal outdoor activity.,"Manali Village, Chennai - TNPCB is forecast to remain within the good category at 21.8 µg/m³. Conditions are stable."
14,1,True,"Velachery Res. Area, Chennai - CPCB",5655,13.0052189,80.2398125,2026-02-22 05:30:00+00:00,2026-02-22 06:30:00+00:00,43.4,44.02,43.1,0.62,1.43,Stable,73,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Velachery Res. Area, Chennai - CPCB is forecast to remain within the satisfactory category at 44.0 µg/m³. Conditions are stable."
14,2,False,"Manali, Chennai - CPCB",2586,13.164544,80.26285,2026-02-22 05:30:00+00:00,2026-02-22 06:30:00+00:00,45.9,37.46,36.8,-8.44,-18.39,Improving,62,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali, Chennai - CPCB is forecast to remain within the satisfactory category at 37.5 µg/m³. Conditions are improving."
14,3,False,"Arumbakkam, Chennai - TNPCB",11581,13.0664,80.2112,2026-02-22 05:30:00+00:00,2026-02-22 06:30:00+00:00,32.1,28.98,28.4,-3.12,-9.72,Improving,48,Good,Low,Air quality is suitable for normal outdoor activity.,"Arumbakkam, Chennai - TNPCB is forecast to remain within the good category at 29.0 µg/m³. Conditions are improving."
14,4,False,"Royapuram, Chennai - TNPCB",11578,13.1036,80.2909,2026-02-22 05:30:00+00:00,2026-02-22 06:30:00+00:00,30.2,27.43,19.9,-2.77,-9.18,Stable,46,Good,Low,Air quality is suitable for normal outdoor activity.,"Royapuram, Chennai - TNPCB is forecast to remain within the good category at 27.4 µg/m³. Conditions are stable."
14,5,False,"Manali Village, Chennai - TNPCB",10780,13.1662,80.2584,2026-02-22 05:30:00+00:00,2026-02-22 06:30:00+00:00,20.4,26.48,19.6,6.08,29.82,Rising,44,Good,Low,Air quality is suitable for normal outdoor activity.,"Manali Village, Chennai - TNPCB is forecast to remain within the good category at 26.5 µg/m³. Conditions are rising."
14,6,False,"Perungudi, Chennai - TNPCB",12046,12.9533,80.2357,2026-02-22 05:30:00+00:00,2026-02-22 06:30:00+00:00,27.0,22.82,12.9,-4.18,-15.49,Improving,38,Good,Low,Air quality is suitable for normal outdoor activity.,"Perungudi, Chennai - TNPCB is forecast to remain within the good category at 22.8 µg/m³. Conditions are improving."
15,1,True,"Velachery Res. Area, Chennai - CPCB",5655,13.0052189,80.2398125,2026-02-22 06:30:00+00:00,2026-02-22 07:30:00+00:00,43.1,43.34,39.6,0.24,0.55,Stable,72,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Velachery Res. Area, Chennai - CPCB is forecast to remain within the satisfactory category at 43.3 µg/m³. Conditions are stable."
15,2,False,"Manali, Chennai - CPCB",2586,13.164544,80.26285,2026-02-22 06:30:00+00:00,2026-02-22 07:30:00+00:00,36.8,33.63,33.9,-3.17,-8.62,Improving,55,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali, Chennai - CPCB is forecast to remain within the satisfactory category at 33.6 µg/m³. Conditions are improving."
15,3,False,"Arumbakkam, Chennai - TNPCB",11581,13.0664,80.2112,2026-02-22 06:30:00+00:00,2026-02-22 07:30:00+00:00,28.4,26.99,21.3,-1.41,-4.97,Stable,45,Good,Low,Air quality is suitable for normal outdoor activity.,"Arumbakkam, Chennai - TNPCB is forecast to remain within the good category at 27.0 µg/m³. Conditions are stable."
15,4,False,"Royapuram, Chennai - TNPCB",11578,13.1036,80.2909,2026-02-22 06:30:00+00:00,2026-02-22 07:30:00+00:00,19.9,18.84,22.9,-1.06,-5.33,Stable,31,Good,Low,Air quality is suitable for normal outdoor activity.,"Royapuram, Chennai - TNPCB is forecast to remain within the good category at 18.8 µg/m³. Conditions are stable."
15,5,False,"Manali Village, Chennai - TNPCB",10780,13.1662,80.2584,2026-02-22 06:30:00+00:00,2026-02-22 07:30:00+00:00,19.6,18.62,21.9,-0.98,-5.0,Stable,31,Good,Low,Air quality is suitable for normal outdoor activity.,"Manali Village, Chennai - TNPCB is forecast to remain within the good category at 18.6 µg/m³. Conditions are stable."
15,6,False,"Perungudi, Chennai - TNPCB",12046,12.9533,80.2357,2026-02-22 06:30:00+00:00,2026-02-22 07:30:00+00:00,12.9,13.08,12.2,0.18,1.37,Stable,22,Good,Low,Air quality is suitable for normal outdoor activity.,"Perungudi, Chennai - TNPCB is forecast to remain within the good category at 13.1 µg/m³. Conditions are stable."
16,1,True,"Manali, Chennai - CPCB",2586,13.164544,80.26285,2026-02-23 04:30:00+00:00,2026-02-23 05:30:00+00:00,44.8,45.24,13.5,0.44,0.99,Stable,75,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali, Chennai - CPCB is forecast to remain within the satisfactory category at 45.2 µg/m³. Conditions are stable."
16,2,False,"Arumbakkam, Chennai - TNPCB",11581,13.0664,80.2112,2026-02-23 04:30:00+00:00,2026-02-23 05:30:00+00:00,39.3,41.91,27.0,2.61,6.64,Stable,69,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Arumbakkam, Chennai - TNPCB is forecast to remain within the satisfactory category at 41.9 µg/m³. Conditions are stable."
16,3,False,"Velachery Res. Area, Chennai - CPCB",5655,13.0052189,80.2398125,2026-02-23 04:30:00+00:00,2026-02-23 05:30:00+00:00,34.7,34.56,40.0,-0.14,-0.41,Stable,57,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Velachery Res. Area, Chennai - CPCB is forecast to remain within the satisfactory category at 34.6 µg/m³. Conditions are stable."
16,4,False,"Perungudi, Chennai - TNPCB",12046,12.9533,80.2357,2026-02-23 04:30:00+00:00,2026-02-23 05:30:00+00:00,16.0,17.55,11.0,1.55,9.67,Stable,29,Good,Low,Air quality is suitable for normal outdoor activity.,"Perungudi, Chennai - TNPCB is forecast to remain within the good category at 17.5 µg/m³. Conditions are stable."
16,5,False,"Manali Village, Chennai - TNPCB",10780,13.1662,80.2584,2026-02-23 04:30:00+00:00,2026-02-23 05:30:00+00:00,16.3,10.82,10.5,-5.48,-33.61,Improving,18,Good,Low,Air quality is suitable for normal outdoor activity.,"Manali Village, Chennai - TNPCB is forecast to remain within the good category at 10.8 µg/m³. Conditions are improving."
16,6,False,"Royapuram, Chennai - TNPCB",11578,13.1036,80.2909,2026-02-23 04:30:00+00:00,2026-02-23 05:30:00+00:00,5.6,5.98,17.0,0.38,6.85,Stable,10,Good,Low,Air quality is suitable for normal outdoor activity.,"Royapuram, Chennai - TNPCB is forecast to remain within the good category at 6.0 µg/m³. Conditions are stable."
17,1,True,"Velachery Res. Area, Chennai - CPCB",5655,13.0052189,80.2398125,2026-02-23 05:30:00+00:00,2026-02-23 06:30:00+00:00,40.0,39.44,34.6,-0.56,-1.4,Stable,65,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Velachery Res. Area, Chennai - CPCB is forecast to remain within the satisfactory category at 39.4 µg/m³. Conditions are stable."
17,2,False,"Arumbakkam, Chennai - TNPCB",11581,13.0664,80.2112,2026-02-23 05:30:00+00:00,2026-02-23 06:30:00+00:00,27.0,18.44,21.9,-8.56,-31.71,Improving,31,Good,Low,Air quality is suitable for normal outdoor activity.,"Arumbakkam, Chennai - TNPCB is forecast to remain within the good category at 18.4 µg/m³. Conditions are improving."
17,3,False,"Royapuram, Chennai - TNPCB",11578,13.1036,80.2909,2026-02-23 05:30:00+00:00,2026-02-23 06:30:00+00:00,17.0,16.69,8.62,-0.31,-1.8,Stable,28,Good,Low,Air quality is suitable for normal outdoor activity.,"Royapuram, Chennai - TNPCB is forecast to remain within the good category at 16.7 µg/m³. Conditions are stable."
17,4,False,"Manali, Chennai - CPCB",2586,13.164544,80.26285,2026-02-23 05:30:00+00:00,2026-02-23 06:30:00+00:00,13.5,12.92,11.5,-0.58,-4.27,Stable,22,Good,Low,Air quality is suitable for normal outdoor activity.,"Manali, Chennai - CPCB is forecast to remain within the good category at 12.9 µg/m³. Conditions are stable."
17,5,False,"Manali Village, Chennai - TNPCB",10780,13.1662,80.2584,2026-02-23 05:30:00+00:00,2026-02-23 06:30:00+00:00,10.5,9.95,9.9,-0.55,-5.22,Stable,17,Good,Low,Air quality is suitable for normal outdoor activity.,"Manali Village, Chennai - TNPCB is forecast to remain within the good category at 10.0 µg/m³. Conditions are stable."
17,6,False,"Perungudi, Chennai - TNPCB",12046,12.9533,80.2357,2026-02-23 05:30:00+00:00,2026-02-23 06:30:00+00:00,11.0,9.37,5.0,-1.63,-14.86,Stable,16,Good,Low,Air quality is suitable for normal outdoor activity.,"Perungudi, Chennai - TNPCB is forecast to remain within the good category at 9.4 µg/m³. Conditions are stable."
18,1,True,"Velachery Res. Area, Chennai - CPCB",5655,13.0052189,80.2398125,2026-02-23 06:30:00+00:00,2026-02-23 07:30:00+00:00,34.6,33.07,37.9,-1.53,-4.41,Stable,55,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Velachery Res. Area, Chennai - CPCB is forecast to remain within the satisfactory category at 33.1 µg/m³. Conditions are stable."
18,2,False,"Arumbakkam, Chennai - TNPCB",11581,13.0664,80.2112,2026-02-23 06:30:00+00:00,2026-02-23 07:30:00+00:00,21.9,17.91,15.6,-3.99,-18.21,Improving,30,Good,Low,Air quality is suitable for normal outdoor activity.,"Arumbakkam, Chennai - TNPCB is forecast to remain within the good category at 17.9 µg/m³. Conditions are improving."
18,3,False,"Manali, Chennai - CPCB",2586,13.164544,80.26285,2026-02-23 06:30:00+00:00,2026-02-23 07:30:00+00:00,11.5,14.27,12.7,2.77,24.06,Stable,24,Good,Low,Air quality is suitable for normal outdoor activity.,"Manali, Chennai - CPCB is forecast to remain within the good category at 14.3 µg/m³. Conditions are stable."
18,4,False,"Royapuram, Chennai - TNPCB",11578,13.1036,80.2909,2026-02-23 06:30:00+00:00,2026-02-23 07:30:00+00:00,8.62,11.42,5.16,2.8,32.49,Stable,19,Good,Low,Air quality is suitable for normal outdoor activity.,"Royapuram, Chennai - TNPCB is forecast to remain within the good category at 11.4 µg/m³. Conditions are stable."
18,5,False,"Manali Village, Chennai - TNPCB",10780,13.1662,80.2584,2026-02-23 06:30:00+00:00,2026-02-23 07:30:00+00:00,9.9,10.48,12.0,0.58,5.83,Stable,17,Good,Low,Air quality is suitable for normal outdoor activity.,"Manali Village, Chennai - TNPCB is forecast to remain within the good category at 10.5 µg/m³. Conditions are stable."
18,6,False,"Perungudi, Chennai - TNPCB",12046,12.9533,80.2357,2026-02-23 06:30:00+00:00,2026-02-23 07:30:00+00:00,5.0,6.65,0.0,1.65,33.06,Stable,11,Good,Low,Air quality is suitable for normal outdoor activity.,"Perungudi, Chennai - TNPCB is forecast to remain within the good category at 6.7 µg/m³. Conditions are stable."
19,1,True,"Velachery Res. Area, Chennai - CPCB",5655,13.0052189,80.2398125,2026-02-23 07:30:00+00:00,2026-02-23 08:30:00+00:00,37.9,36.32,40.5,-1.58,-4.16,Stable,60,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Velachery Res. Area, Chennai - CPCB is forecast to remain within the satisfactory category at 36.3 µg/m³. Conditions are stable."
19,2,False,"Manali, Chennai - CPCB",2586,13.164544,80.26285,2026-02-23 07:30:00+00:00,2026-02-23 08:30:00+00:00,12.7,18.42,21.3,5.72,45.07,Rising,31,Good,Low,Air quality is suitable for normal outdoor activity.,"Manali, Chennai - CPCB is forecast to remain within the good category at 18.4 µg/m³. Conditions are rising."
19,3,False,"Arumbakkam, Chennai - TNPCB",11581,13.0664,80.2112,2026-02-23 07:30:00+00:00,2026-02-23 08:30:00+00:00,15.6,17.44,10.1,1.84,11.79,Stable,29,Good,Low,Air quality is suitable for normal outdoor activity.,"Arumbakkam, Chennai - TNPCB is forecast to remain within the good category at 17.4 µg/m³. Conditions are stable."
19,4,False,"Manali Village, Chennai - TNPCB",10780,13.1662,80.2584,2026-02-23 07:30:00+00:00,2026-02-23 08:30:00+00:00,12.0,13.1,12.5,1.1,9.14,Stable,22,Good,Low,Air quality is suitable for normal outdoor activity.,"Manali Village, Chennai - TNPCB is forecast to remain within the good category at 13.1 µg/m³. Conditions are stable."
19,5,False,"Royapuram, Chennai - TNPCB",11578,13.1036,80.2909,2026-02-23 07:30:00+00:00,2026-02-23 08:30:00+00:00,5.16,4.44,7.89,-0.72,-13.89,Stable,7,Good,Low,Air quality is suitable for normal outdoor activity.,"Royapuram, Chennai - TNPCB is forecast to remain within the good category at 4.4 µg/m³. Conditions are stable."
19,6,False,"Perungudi, Chennai - TNPCB",12046,12.9533,80.2357,2026-02-23 07:30:00+00:00,2026-02-23 08:30:00+00:00,0.0,0.0,0.2,0.0,,Stable,0,Good,Low,Air quality is suitable for normal outdoor activity.,"Perungudi, Chennai - TNPCB is forecast to remain within the good category at 0.0 µg/m³. Conditions are stable."
20,1,True,"Velachery Res. Area, Chennai - CPCB",5655,13.0052189,80.2398125,2026-02-23 08:30:00+00:00,2026-02-23 09:30:00+00:00,40.5,40.13,42.7,-0.37,-0.91,Stable,66,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Velachery Res. Area, Chennai - CPCB is forecast to remain within the satisfactory category at 40.1 µg/m³. Conditions are stable."
20,2,False,"Manali, Chennai - CPCB",2586,13.164544,80.26285,2026-02-23 08:30:00+00:00,2026-02-23 09:30:00+00:00,21.3,26.28,20.9,4.98,23.4,Rising,44,Good,Low,Air quality is suitable for normal outdoor activity.,"Manali, Chennai - CPCB is forecast to remain within the good category at 26.3 µg/m³. Conditions are rising."
20,3,False,"Perungudi, Chennai - TNPCB",12046,12.9533,80.2357,2026-02-23 08:30:00+00:00,2026-02-23 09:30:00+00:00,0.2,23.92,2.4,23.72,11859.0,Rising sharply,40,Good,Low,Air quality is suitable for normal outdoor activity.,"Perungudi, Chennai - TNPCB is forecast to remain within the good category at 23.9 µg/m³. Conditions are rising sharply."
20,4,False,"Arumbakkam, Chennai - TNPCB",11581,13.0664,80.2112,2026-02-23 08:30:00+00:00,2026-02-23 09:30:00+00:00,10.1,13.31,8.32,3.21,31.75,Rising,22,Good,Low,Air quality is suitable for normal outdoor activity.,"Arumbakkam, Chennai - TNPCB is forecast to remain within the good category at 13.3 µg/m³. Conditions are rising."
20,5,False,"Manali Village, Chennai - TNPCB",10780,13.1662,80.2584,2026-02-23 08:30:00+00:00,2026-02-23 09:30:00+00:00,12.5,12.28,11.6,-0.22,-1.78,Stable,20,Good,Low,Air quality is suitable for normal outdoor activity.,"Manali Village, Chennai - TNPCB is forecast to remain within the good category at 12.3 µg/m³. Conditions are stable."
20,6,False,"Royapuram, Chennai - TNPCB",11578,13.1036,80.2909,2026-02-23 08:30:00+00:00,2026-02-23 09:30:00+00:00,7.89,8.54,5.0,0.65,8.22,Stable,14,Good,Low,Air quality is suitable for normal outdoor activity.,"Royapuram, Chennai - TNPCB is forecast to remain within the good category at 8.5 µg/m³. Conditions are stable."
21,1,True,"Velachery Res. Area, Chennai - CPCB",5655,13.0052189,80.2398125,2026-02-23 09:30:00+00:00,2026-02-23 10:30:00+00:00,42.7,42.88,45.7,0.18,0.42,Stable,71,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Velachery Res. Area, Chennai - CPCB is forecast to remain within the satisfactory category at 42.9 µg/m³. Conditions are stable."
21,2,False,"Manali, Chennai - CPCB",2586,13.164544,80.26285,2026-02-23 09:30:00+00:00,2026-02-23 10:30:00+00:00,20.9,20.24,26.5,-0.66,-3.15,Stable,34,Good,Low,Air quality is suitable for normal outdoor activity.,"Manali, Chennai - CPCB is forecast to remain within the good category at 20.2 µg/m³. Conditions are stable."
21,3,False,"Arumbakkam, Chennai - TNPCB",11581,13.0664,80.2112,2026-02-23 09:30:00+00:00,2026-02-23 10:30:00+00:00,8.32,14.95,7.09,6.63,79.64,Rising,25,Good,Low,Air quality is suitable for normal outdoor activity.,"Arumbakkam, Chennai - TNPCB is forecast to remain within the good category at 14.9 µg/m³. Conditions are rising."
21,4,False,"Manali Village, Chennai - TNPCB",10780,13.1662,80.2584,2026-02-23 09:30:00+00:00,2026-02-23 10:30:00+00:00,11.6,11.5,12.6,-0.1,-0.89,Stable,19,Good,Low,Air quality is suitable for normal outdoor activity.,"Manali Village, Chennai - TNPCB is forecast to remain within the good category at 11.5 µg/m³. Conditions are stable."
21,5,False,"Perungudi, Chennai - TNPCB",12046,12.9533,80.2357,2026-02-23 09:30:00+00:00,2026-02-23 10:30:00+00:00,2.4,9.42,5.55,7.02,292.52,Rising,16,Good,Low,Air quality is suitable for normal outdoor activity.,"Perungudi, Chennai - TNPCB is forecast to remain within the good category at 9.4 µg/m³. Conditions are rising."
21,6,False,"Royapuram, Chennai - TNPCB",11578,13.1036,80.2909,2026-02-23 09:30:00+00:00,2026-02-23 10:30:00+00:00,5.0,3.47,6.11,-1.53,-30.62,Stable,6,Good,Low,Air quality is suitable for normal outdoor activity.,"Royapuram, Chennai - TNPCB is forecast to remain within the good category at 3.5 µg/m³. Conditions are stable."
22,1,True,"Velachery Res. Area, Chennai - CPCB",5655,13.0052189,80.2398125,2026-02-23 10:30:00+00:00,2026-02-23 11:30:00+00:00,45.7,65.98,44.2,20.28,44.38,Rising sharply,118,Moderately Polluted,Moderate,"Children, older adults and people with respiratory conditions should limit prolonged outdoor activity.","Air-quality caution for Velachery Res. Area, Chennai - CPCB: next-hour PM2.5 is forecast at 66.0 µg/m³. Conditions are rising sharply."
22,2,False,"Manali, Chennai - CPCB",2586,13.164544,80.26285,2026-02-23 10:30:00+00:00,2026-02-23 11:30:00+00:00,26.5,30.6,30.0,4.1,15.48,Rising,50,Good,Low,Air quality is suitable for normal outdoor activity.,"Manali, Chennai - CPCB is forecast to remain within the good category at 30.6 µg/m³. Conditions are rising."
22,3,False,"Manali Village, Chennai - TNPCB",10780,13.1662,80.2584,2026-02-23 10:30:00+00:00,2026-02-23 11:30:00+00:00,12.6,15.61,12.1,3.01,23.87,Rising,26,Good,Low,Air quality is suitable for normal outdoor activity.,"Manali Village, Chennai - TNPCB is forecast to remain within the good category at 15.6 µg/m³. Conditions are rising."
22,4,False,"Perungudi, Chennai - TNPCB",12046,12.9533,80.2357,2026-02-23 10:30:00+00:00,2026-02-23 11:30:00+00:00,5.55,11.68,2.55,6.13,110.38,Rising,19,Good,Low,Air quality is suitable for normal outdoor activity.,"Perungudi, Chennai - TNPCB is forecast to remain within the good category at 11.7 µg/m³. Conditions are rising."
22,5,False,"Arumbakkam, Chennai - TNPCB",11581,13.0664,80.2112,2026-02-23 10:30:00+00:00,2026-02-23 11:30:00+00:00,7.09,8.91,5.08,1.82,25.62,Stable,15,Good,Low,Air quality is suitable for normal outdoor activity.,"Arumbakkam, Chennai - TNPCB is forecast to remain within the good category at 8.9 µg/m³. Conditions are stable."
22,6,False,"Royapuram, Chennai - TNPCB",11578,13.1036,80.2909,2026-02-23 10:30:00+00:00,2026-02-23 11:30:00+00:00,6.11,7.56,1.33,1.45,23.69,Stable,13,Good,Low,Air quality is suitable for normal outdoor activity.,"Royapuram, Chennai - TNPCB is forecast to remain within the good category at 7.6 µg/m³. Conditions are stable."
23,1,True,"Velachery Res. Area, Chennai - CPCB",5655,13.0052189,80.2398125,2026-02-23 11:30:00+00:00,2026-02-23 12:30:00+00:00,44.2,63.71,49.3,19.51,44.14,Rising sharply,110,Moderately Polluted,Moderate,"Children, older adults and people with respiratory conditions should limit prolonged outdoor activity.","Air-quality caution for Velachery Res. Area, Chennai - CPCB: next-hour PM2.5 is forecast at 63.7 µg/m³. Conditions are rising sharply."
23,2,False,"Manali, Chennai - CPCB",2586,13.164544,80.26285,2026-02-23 11:30:00+00:00,2026-02-23 12:30:00+00:00,30.0,36.55,26.3,6.55,21.82,Rising,60,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali, Chennai - CPCB is forecast to remain within the satisfactory category at 36.5 µg/m³. Conditions are rising."
23,3,False,"Manali Village, Chennai - TNPCB",10780,13.1662,80.2584,2026-02-23 11:30:00+00:00,2026-02-23 12:30:00+00:00,12.1,18.3,4.9,6.2,51.25,Rising,31,Good,Low,Air quality is suitable for normal outdoor activity.,"Manali Village, Chennai - TNPCB is forecast to remain within the good category at 18.3 µg/m³. Conditions are rising."
23,4,False,"Arumbakkam, Chennai - TNPCB",11581,13.0664,80.2112,2026-02-23 11:30:00+00:00,2026-02-23 12:30:00+00:00,5.08,8.61,5.33,3.53,69.56,Rising,14,Good,Low,Air quality is suitable for normal outdoor activity.,"Arumbakkam, Chennai - TNPCB is forecast to remain within the good category at 8.6 µg/m³. Conditions are rising."
23,5,False,"Perungudi, Chennai - TNPCB",12046,12.9533,80.2357,2026-02-23 11:30:00+00:00,2026-02-23 12:30:00+00:00,2.55,6.49,0.0,3.94,154.47,Rising,11,Good,Low,Air quality is suitable for normal outdoor activity.,"Perungudi, Chennai - TNPCB is forecast to remain within the good category at 6.5 µg/m³. Conditions are rising."
23,6,False,"Royapuram, Chennai - TNPCB",11578,13.1036,80.2909,2026-02-23 11:30:00+00:00,2026-02-23 12:30:00+00:00,1.33,3.53,11.8,2.2,165.52,Stable,6,Good,Low,Air quality is suitable for normal outdoor activity.,"Royapuram, Chennai - TNPCB is forecast to remain within the good category at 3.5 µg/m³. Conditions are stable."
24,1,True,"Velachery Res. Area, Chennai - CPCB",5655,13.0052189,80.2398125,2026-02-23 12:30:00+00:00,2026-02-23 13:30:00+00:00,49.3,70.64,53.7,21.34,43.29,Rising sharply,134,Moderately Polluted,Moderate,"Children, older adults and people with respiratory conditions should limit prolonged outdoor activity.","Air-quality caution for Velachery Res. Area, Chennai - CPCB: next-hour PM2.5 is forecast at 70.6 µg/m³. Conditions are rising sharply."
24,2,False,"Manali, Chennai - CPCB",2586,13.164544,80.26285,2026-02-23 12:30:00+00:00,2026-02-23 13:30:00+00:00,26.3,31.0,29.1,4.7,17.86,Rising,51,Satisfactory,Low,Sensitive individuals may reduce prolonged outdoor exertion if they experience discomfort.,"Manali, Chennai - CPCB is forecast to remain within the satisfactory category at 31.0 µg/m³. Conditions are rising."
24,3,False,"Royapuram, Chennai - TNPCB",11578,13.1036,80.2909,2026-02-23 12:30:00+00:00,2026-02-23 13:30:00+00:00,11.8,16.41,15.4,4.61,39.04,Rising,27,Good,Low,Air quality is suitable for normal outdoor activity.,"Royapuram, Chennai - TNPCB is forecast to remain within the good category at 16.4 µg/m³. Conditions are rising."
24,4,False,"Manali Village, Chennai - TNPCB",10780,13.1662,80.2584,2026-02-23 12:30:00+00:00,2026-02-23 13:30:00+00:00,4.9,9.93,0.0025,5.03,102.59,Rising,17,Good,Low,Air quality is suitable for normal outdoor activity.,"Manali Village, Chennai - TNPCB is forecast to remain within the good category at 9.9 µg/m³. Conditions are rising."
